location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
CH0033A,Ticino,CH,2018-12-31T03:00:00.000Z,2018-12-31T04:00:00+01:00,pm25,5.0247,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-31T03:00:00.000Z,2018-12-31T04:00:00+01:00,so2,1.0221,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-31T03:00:00.000Z,2018-12-31T04:00:00+01:00,o3,21.9625,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-31T03:00:00.000Z,2018-12-31T04:00:00+01:00,pm10,6.2345,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T23:00:00.000Z,2018-12-31T00:00:00+01:00,o3,53.899,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T23:00:00.000Z,2018-12-31T00:00:00+01:00,pm10,6.2989,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T23:00:00.000Z,2018-12-31T00:00:00+01:00,pm25,4.7183,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T23:00:00.000Z,2018-12-31T00:00:00+01:00,no2,7.8224,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T23:00:00.000Z,2018-12-31T00:00:00+01:00,so2,1.0111,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T22:00:00.000Z,2018-12-30T23:00:00+01:00,pm10,6.1273,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T22:00:00.000Z,2018-12-30T23:00:00+01:00,o3,58.8293,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T22:00:00.000Z,2018-12-30T23:00:00+01:00,no2,5.4113,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T22:00:00.000Z,2018-12-30T23:00:00+01:00,pm25,5.2716,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T22:00:00.000Z,2018-12-30T23:00:00+01:00,so2,0.8821,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
CH0033A,Ticino,CH,2018-12-30T21:00:00.000Z,2018-12-30T22:00:00+01:00,so2,0.8497,µg/m³,46.1603950441395,8.93394312993115,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
